Unnamed: 0,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Adults,Grouped,Deck,Side,Has_expenses,Is_Embryo
2373,2552_03,Earth,True,G/408/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,G,S,False,False
2374,2553_01,Europa,True,D/87/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,D,S,False,False
2375,2555_01,Europa,True,B/78/P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,B,P,False,False
2376,2555_02,Europa,True,B/78/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,B,P,False,False
2377,2557_01,Europa,True,C/92/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,C,S,False,False
2378,2558_01,Mars,True,F/525/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,P,False,False
2379,2558_02,Mars,True,F/525/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,F,P,False,False
2380,2558_03,Mars,False,F/525/P,TRAPPIST-1e,55.0,False,403.0,0.0,922.0,0.0,0.0,1,True,True,F,P,True,False
2381,2558_04,Mars,True,F/525/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,P,False,True
2382,2559_01,Europa,False,F/525/P,TRAPPIST-1e,51.0,False,0.0,1949.0,0.0,2549.0,39.0,0,True,False,F,P,True,False
2383,2560_01,Earth,True,G/412/P,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,G,P,False,True
2384,2560_02,Earth,False,G/412/P,TRAPPIST-1e,21.0,False,882.0,0.0,0.0,308.5643864351474,0.0,0,True,True,G,P,True,False
2385,2560_03,Earth,True,G/412/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0,False,True,G,P,False,False
2386,2561_01,Earth,False,E/178/S,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,0,True,False,E,S,True,False
2387,2562_01,Mars,True,F/526/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,F,P,False,False
2388,2562_02,Mars,False,F/526/P,TRAPPIST-1e,20.0,False,2502.0,0.0,96.0,0.0,0.0,0,True,True,F,P,True,False
2389,2564_01,Europa,False,E/179/S,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,1,True,False,E,S,True,False
2390,2565_01,Mars,True,F/527/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,F,P,False,False
2391,2565_02,Mars,False,E/155/P,TRAPPIST-1e,32.0,False,598.0,0.0,138.0,0.0,624.0,0,True,True,E,P,True,False
2392,2571_01,Earth,False,G/414/P,TRAPPIST-1e,28.0,False,145.0,8.0,557.0,0.0,74.0,1,True,False,G,P,True,False
2393,2572_01,Europa,True,C/93/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,S,False,False
2394,2572_02,Europa,True,C/93/S,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,1,True,True,C,S,False,False
2395,2573_01,Europa,True,C/90/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,C,P,False,False
2396,2574_01,Earth,False,F/496/S,TRAPPIST-1e,42.0,False,10.0,303.0,12.0,0.0,478.0,0,True,False,F,S,True,False
2397,2578_01,Earth,False,F/498/S,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,0,True,False,F,S,True,False
2398,2580_01,Earth,False,G/412/S,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,0,True,False,G,S,True,False
2399,2581_01,Earth,False,E/156/P,TRAPPIST-1e,20.0,False,496.0,20.0,16.0,0.0,254.0,0,True,True,E,P,True,False
2400,2581_02,Earth,False,F/531/P,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,0,True,True,F,P,True,False
2401,2582_01,Earth,False,G/415/P,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,0,True,False,G,P,True,False
2402,2584_01,Earth,True,G/417/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,G,P,False,False
2403,2588_01,Earth,False,G/419/P,TRAPPIST-1e,28.0,False,4.0,166.0,743.0,0.0,0.0,1,True,False,G,P,True,False
2404,2589_01,Europa,True,C/91/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,P,False,False
2405,2589_02,Europa,True,C/91/P,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,P,False,False
2406,2589_03,Europa,False,C/91/P,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,0,True,True,C,P,True,False
2407,2589_04,Europa,False,C/91/P,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,0,True,True,C,P,True,False
2408,2589_05,Europa,True,C/91/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,P,False,False
2409,2590_01,Earth,True,G/420/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0,False,True,G,P,False,False
2410,2590_02,Earth,False,G/420/P,TRAPPIST-1e,45.0,False,406.0,148.0,285.0,0.0,0.0,0,True,True,G,P,True,False
2411,2590_03,Earth,True,G/420/P,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,G,P,False,False
2412,2591_01,Earth,False,F/499/S,PSO J318.5-22,18.0,False,9.0,419.0,0.0,201.0,7.0,0,True,True,F,S,True,False
2413,2591_02,Earth,False,G/413/S,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,0,True,True,G,S,True,False
2414,2592_01,Mars,False,D/75/P,TRAPPIST-1e,29.0,True,803.0,0.0,0.0,58.0,0.0,0,True,True,D,P,True,False
2415,2592_02,Mars,False,D/75/P,TRAPPIST-1e,18.0,False,1102.0,9.0,2628.0,0.0,0.0,0,True,True,D,P,True,False
2416,2593_01,Earth,False,G/421/P,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,0,True,False,G,P,True,False
2417,2594_01,Europa,True,B/98/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,B,S,False,False
2418,2595_01,Mars,True,F/533/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,P,False,True
2419,2595_02,Mars,True,F/533/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,P,False,False
2420,2595_03,Mars,False,D/76/P,TRAPPIST-1e,28.0,False,938.0,61.0,0.0,53.0,4.0,0,True,True,D,P,True,False
2421,2595_04,Mars,True,F/533/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,P,False,False
2422,2596_01,Mars,False,D/77/P,TRAPPIST-1e,20.0,False,59.0,0.0,1646.0,1657.0,0.0,0,True,True,D,P,True,False
2423,2596_02,Mars,True,F/534/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,F,P,False,False
2424,2597_01,Mars,True,F/500/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,F,S,False,False
2425,2597_02,Earth,False,F/500/S,55 Cancri e,31.0,False,995.0,7.0,1213.0,0.0,687.0,0,True,True,F,S,True,False
2426,2598_01,Mars,False,F/535/P,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,0,True,False,F,P,True,False
2427,2599_01,Earth,True,F/535/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,F,P,False,False
2428,2601_01,Mars,True,F/536/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,F,P,False,False
2429,2602_01,Mars,True,E/158/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0,True,True,E,P,False,False
2430,2602_02,Mars,True,E/158/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,E,P,False,True
2431,2602_03,Mars,True,E/158/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,0,True,True,E,P,False,False
2432,2605_01,Mars,True,D/88/S,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,D,S,False,False
2433,2606_01,Earth,False,F/537/P,TRAPPIST-1e,27.0,False,900.0,0.0,0.0,0.0,1.0,0,True,True,F,P,True,False
2434,2606_02,Earth,False,F/537/P,TRAPPIST-1e,45.0,False,10.0,16.0,801.0,73.0,301.80304970317775,0,True,True,F,P,True,False
2435,2607_01,Europa,True,B/99/S,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,B,S,False,False
2436,2607_02,Europa,True,B/99/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,B,S,False,False
2437,2607_03,Europa,False,B/99/S,55 Cancri e,35.0,False,0.0,1471.0,2.0,445.0,533.0,1,True,True,B,S,True,False
2438,2607_04,Europa,True,B/99/S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,B,S,False,False
2439,2609_01,Earth,True,G/416/S,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,G,S,False,False
2440,2616_01,Earth,False,F/541/P,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,0,True,False,F,P,True,False
2441,2617_01,Earth,False,G/424/P,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,0,True,False,G,P,True,False
2442,2618_01,Earth,True,E/159/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,E,P,False,False
2443,2619_01,Earth,False,F/504/S,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,0,True,False,F,S,True,False
2444,2622_01,Earth,False,F/505/S,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,0,True,False,F,S,True,False
2445,2624_01,Earth,False,F/542/P,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,301.80304970317775,0,True,False,F,P,True,False
2446,2625_01,Earth,True,G/426/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,G,P,False,False
2447,2625_02,Earth,False,E/160/P,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,0,True,True,E,P,True,False
2448,2626_01,Earth,False,F/543/P,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,0,True,False,F,P,True,False
2449,2627_01,Earth,False,F/544/P,PSO J318.5-22,40.0,True,0.0,228.0,5.0,454.0,1.0,0,True,False,F,P,True,False
2450,2628_01,Europa,True,A/21/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,A,P,False,False
2451,2628_02,Europa,False,A/21/P,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,0,True,True,A,P,True,False
2452,2629_01,Earth,False,G/427/P,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,0,True,False,G,P,True,False
2453,2631_01,Mars,True,F/545/P,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,F,P,False,False
2454,2633_01,Earth,True,G/428/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,G,P,False,False
2455,2634_01,Mars,True,F/508/S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,F,S,False,False
2456,2635_01,Mars,False,D/78/P,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,301.80304970317775,1,True,False,D,P,True,False
2457,2636_01,Earth,False,G/419/S,TRAPPIST-1e,22.0,False,222.64738067520372,0.0,137.0,671.0,301.80304970317775,0,True,False,G,S,True,False
2458,2638_01,Earth,False,E/181/S,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,0,True,False,E,S,True,False
2459,2640_01,Earth,False,F/510/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,0,True,False,F,S,True,False
2460,2641_01,Earth,True,G/420/S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,G,S,False,False
2461,2642_01,Earth,False,G/430/P,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,0,True,False,G,P,True,False
2462,2643_01,Earth,False,F/511/S,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,0,True,False,F,S,True,False
2463,2645_01,Europa,False,C/95/S,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,1,True,True,C,S,True,False
2464,2645_02,Europa,False,C/95/S,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,0,True,True,C,S,True,False
2465,2645_03,Europa,True,C/95/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,S,False,False
2466,2645_04,Europa,False,C/95/S,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,1,True,True,C,S,True,False
2467,2645_05,Europa,True,C/95/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,S,False,False
2468,2646_01,Europa,False,B/80/P,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,0,True,False,B,P,True,False
2469,2647_01,Earth,False,F/547/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,0,True,False,F,P,True,False
2470,2648_01,Earth,False,G/421/S,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,0,True,False,G,S,True,False
2471,2649_01,Mars,False,D/79/P,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,0,True,False,D,P,True,False
2472,2650_01,Earth,True,G/431/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,G,P,False,False
2473,2651_01,Europa,True,B/100/S,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,B,S,False,False
2474,2652_01,Earth,False,F/513/S,TRAPPIST-1e,22.0,False,0.0,0.0,670.0,0.0,32.0,1,True,False,F,S,True,False
2475,2655_01,Earth,True,G/422/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,G,S,False,False
2476,2657_01,Earth,False,F/514/S,TRAPPIST-1e,20.0,False,0.0,27.0,1.0,686.0,1.0,0,True,False,F,S,True,False
2477,2658_01,Earth,False,F/549/P,TRAPPIST-1e,21.0,True,366.0,1136.0,795.0,132.0,0.0,0,True,False,F,P,True,False
2478,2659_01,Mars,True,E/182/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,E,S,False,False
2479,2660_01,Earth,False,F/550/P,TRAPPIST-1e,27.0,False,0.0,0.0,171.5456767136041,2.0,1215.0,0,True,False,F,P,True,False
2480,2661_01,Earth,False,F/515/S,TRAPPIST-1e,19.0,False,1.0,4.0,0.0,750.0,3.0,0,True,True,F,S,True,False
2481,2661_02,Earth,True,G/423/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,G,S,False,False
2482,2662_01,Mars,False,F/551/P,55 Cancri e,27.0,False,1722.0,4.0,937.0,0.0,0.0,0,True,False,F,P,True,False
2483,2663_01,Earth,False,F/552/P,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,1,True,False,F,P,True,False
2484,2664_01,Mars,True,E/183/S,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,E,S,False,False
2485,2666_01,Mars,True,E/184/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0,True,True,E,S,False,False
2486,2666_02,Mars,False,E/184/S,55 Cancri e,18.0,False,1874.0,0.0,260.0,0.0,0.0,0,True,True,E,S,True,False
2487,2668_01,Earth,False,F/516/S,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,0,True,True,F,S,True,False
2488,2668_02,Earth,False,G/424/S,55 Cancri e,34.0,False,0.0,382.0,0.0,87.0,236.0,0,True,True,G,S,True,False
2489,2670_01,Earth,False,G/432/P,TRAPPIST-1e,20.0,False,4.0,790.0,0.0,15.0,0.0,0,True,False,G,P,True,False
2490,2671_01,Earth,False,F/554/P,55 Cancri e,17.0,False,0.0,33.0,0.0,56.0,708.0,0,True,False,F,P,True,False
2491,2672_01,Earth,False,F/555/P,PSO J318.5-22,21.0,False,970.0,0.0,213.0,8.0,86.0,0,True,False,F,P,True,False
2492,2675_01,Europa,False,C/97/S,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,1,True,False,C,S,True,False
2493,2676_01,Europa,False,B/81/P,55 Cancri e,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,1,True,False,B,P,True,False
2494,2677_01,Europa,False,D/90/S,TRAPPIST-1e,51.0,False,0.0,302.0,0.0,1367.0,669.0,0,True,False,D,S,True,False
2495,2678_01,Earth,False,F/517/S,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,10.0,0.0,1,True,False,F,S,True,False
2496,2679_01,Earth,True,G/426/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0,True,False,G,S,False,False
2497,2682_01,Earth,False,G/434/P,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,0,True,False,G,P,True,False
2498,2683_01,Europa,False,A/32/S,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,1,True,False,A,S,True,False
2499,2684_01,Europa,False,B/83/P,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,0,True,False,B,P,True,False
2500,2685_01,Earth,False,G/435/P,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,0,True,False,G,P,True,False
2501,2687_01,Earth,False,F/556/P,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,1,True,False,F,P,True,False
2502,2688_01,Earth,False,F/557/P,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,0,True,False,F,P,True,False
2503,2690_01,Earth,False,E/185/S,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,1,True,False,E,S,True,False
2504,2691_01,Earth,False,F/558/P,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,0,True,False,F,P,True,False
2505,2692_01,Earth,False,F/558/P,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,0,True,False,F,P,True,False
2506,2693_01,Europa,False,A/22/P,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,0,True,True,A,P,True,False
2507,2693_02,Europa,False,A/22/P,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,0,True,True,A,P,True,False
2508,2693_03,Europa,False,A/22/P,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,0,True,True,A,P,True,False
2509,2693_04,Europa,True,A/22/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,0,True,True,A,P,False,False
2510,2695_01,Mars,False,E/186/S,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,0,True,False,E,S,True,False
2511,2697_01,Mars,False,D/91/S,TRAPPIST-1e,27.0,True,1893.0,487.0,4.0,0.0,0.0,0,True,False,D,S,True,False
2512,2698_01,Europa,False,C/94/P,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,0,True,False,C,P,True,False
2513,2700_01,Earth,False,F/520/S,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,0,True,False,F,S,True,False
2514,2701_01,Earth,True,G/428/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,G,S,False,False
2515,2702_01,Earth,True,G/437/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,G,P,False,False
2516,2703_01,Earth,False,G/429/S,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,0,True,False,G,S,True,False
2517,2704_01,Earth,False,F/521/S,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,0,True,False,F,S,True,False
2518,2706_01,Europa,True,B/102/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,B,S,False,False
2519,2707_01,Europa,False,B/103/S,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,1,True,True,B,S,True,False
2520,2707_02,Europa,True,B/103/S,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,B,S,False,False
2521,2708_01,Earth,False,F/522/S,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,1,True,False,F,S,True,False
2522,2709_01,Mars,True,F/523/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,S,False,False
2523,2709_02,Mars,True,F/523/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,F,S,False,True
2524,2709_03,Mars,False,F/523/S,TRAPPIST-1e,33.0,False,361.0,0.0,381.0,1622.0,0.0,0,True,True,F,S,True,False
2525,2709_04,Mars,True,F/523/S,TRAPPIST-1e,12.0,True,0.0,0.0,0.0,0.0,0.0,1,False,True,F,S,False,False
2526,2712_01,Europa,True,B/105/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,B,S,False,False
2527,2713_01,Earth,True,G/438/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,G,P,False,False
2528,2714_01,Earth,False,F/561/P,55 Cancri e,59.0,True,269.0,1776.0,0.0,0.0,12.0,0,True,False,F,P,True,False
2529,2717_01,Earth,False,G/431/S,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,0,True,False,G,S,True,False
2530,2718_01,Europa,True,B/106/S,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,B,S,False,False
2531,2720_01,Earth,False,G/439/P,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,0,True,True,G,P,True,False
2532,2720_02,Earth,True,G/439/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,0,False,True,G,P,False,False
2533,2720_03,Earth,True,G/439/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,False,True,G,P,False,False
2534,2721_01,Earth,False,F/563/P,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,0,True,False,F,P,True,False
2535,2722_01,Mars,True,D/93/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,D,S,False,False
2536,2723_01,Europa,True,C/99/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,C,S,False,False
2537,2723_02,Europa,False,C/99/S,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,1,True,True,C,S,True,False
2538,2724_01,Mars,True,F/564/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,F,P,False,False
2539,2724_02,Mars,False,F/564/P,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,0,True,True,F,P,True,False
2540,2725_01,Earth,False,F/565/P,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,0,True,False,F,P,True,False
2541,2726_01,Earth,True,G/440/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0,False,False,G,P,False,False
2542,2727_01,Earth,False,F/525/S,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,0,True,False,F,S,True,False
2543,2729_01,Earth,True,G/432/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,G,S,False,False
2544,2730_01,Earth,True,G/433/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,G,S,False,False
2545,2730_02,Earth,False,F/527/S,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,0,True,True,F,S,True,False
2546,2730_03,Earth,True,G/433/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1,True,True,G,S,False,False
2547,2732_01,Earth,True,G/435/S,55 Cancri e,16.0,True,0.0,0.0,0.0,0.0,0.0,1,True,True,G,S,False,False
2548,2732_02,Earth,True,G/435/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,0,False,True,G,S,False,False
2549,2734_01,Mars,True,F/567/P,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,1,False,False,F,P,False,False
2550,2736_01,Mars,False,D/81/P,TRAPPIST-1e,27.0,True,1709.0,4.0,24.0,0.0,0.0,0,True,False,D,P,True,False
2551,2737_01,Europa,False,C/100/S,55 Cancri e,45.0,False,0.0,726.0,0.0,281.0,1257.0,1,True,True,C,S,True,False
2552,2737_02,Europa,False,C/100/S,TRAPPIST-1e,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,0,True,True,C,S,True,False
2553,2738_01,Mars,False,E/187/S,TRAPPIST-1e,29.0,False,1049.0,0.0,0.0,0.0,0.0,0,True,False,E,S,True,False
2554,2739_01,Earth,True,G/442/P,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,G,P,False,False
2555,2740_01,Earth,False,E/163/P,TRAPPIST-1e,19.0,False,1.0,143.0,0.0,254.0,107.0,1,True,False,E,P,True,False
2556,2741_01,Mars,False,E/164/P,TRAPPIST-1e,43.0,False,471.0,0.0,133.0,2.0,692.0,0,True,False,E,P,True,False
2557,2743_01,Earth,False,F/528/S,TRAPPIST-1e,15.0,False,746.0,0.0,2.0,0.0,11.0,0,True,False,F,S,True,False
2558,2745_01,Mars,False,F/568/P,TRAPPIST-1e,31.0,False,1511.0,0.0,310.0,0.0,0.0,0,True,False,F,P,True,False
2559,2746_01,Mars,False,F/569/P,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,0,True,False,F,P,True,False
2560,2747_01,Mars,True,F/570/P,TRAPPIST-1e,49.0,True,0.0,0.0,0.0,0.0,0.0,1,True,False,F,P,False,False
2561,2748_01,Earth,False,F/529/S,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,1,True,False,F,S,True,False
2562,2750_01,Earth,False,F/571/P,TRAPPIST-1e,18.0,True,600.0,0.0,0.0,179.0,11.0,1,True,False,F,P,True,False
2563,2751_01,Mars,True,F/530/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,True,False,F,S,False,False
2564,2752_01,Earth,True,G/444/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0,False,True,G,P,False,False
2565,2752_02,Earth,True,G/444/P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,0,True,True,G,P,False,False
2566,2752_03,Earth,False,E/165/P,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,1,True,True,E,P,True,False
2567,2753_01,Earth,False,E/188/S,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,0,True,False,E,S,True,False
2568,2754_01,Earth,False,E/166/P,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,0,True,False,E,P,True,False
